concept_id,concept,category,status,first_seen_paper,first_seen_year,latest_seen_paper,latest_seen_year,page_path,primary_reference_doi,openalex_id,dimensions_id,sciscinet_id,aliases
team_link_type_composition,Team link-type composition,measures,full_text_seed,Guimera et al. (2005),2005,Guimera et al. (2005),2005,concepts/measures/team_link_type_composition.md,10.1126/science.1106340,W2150443611,pub.1062451305,W2150443611,team pair-type mix; newcomer incumbent link distribution; four team-link types; team diversity link composition
inactive_agent_turnover_rule,Inactive-agent turnover rule,methods,full_text_seed,Guimera et al. (2005),2005,Guimera et al. (2005),2005,concepts/methods/inactive_agent_turnover_rule.md,10.1126/science.1106340,W2150443611,pub.1062451305,W2150443611,inactive collaborator removal; tau inactivity rule; active-agent turnover; collaboration model exit rule
team_assembly_degree_distribution_validation,Team assembly degree-distribution validation,validations,full_text_seed,Guimera et al. (2005),2005,Guimera et al. (2005),2005,concepts/validations/team_assembly_degree_distribution_validation.md,10.1126/science.1106340,W2150443611,pub.1062451305,W2150443611,team model degree validation; collaboration degree reproduction; assembly-model topology validation; team-formation degree fit
citation_index_co_citation_intersection,Citation-index co-citation intersection,methods,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/methods/citation_index_co_citation_intersection.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,SCI co-citation scan; citing-list intersection; co-citation set intersection; citation-index overlap count
relative_co_citation_frequency,Relative co-citation frequency,measures,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/measures/relative_co_citation_frequency.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,normalized co-citation frequency; co-citation overlap ratio; co-citation Jaccard ratio; union-normalized co-citation
thresholded_co_citation_network,Thresholded co-citation network,representations,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/representations/thresholded_co_citation_network.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,thresholded co-citation graph; weighted co-citation map; co-citation edge-threshold map; co-citation coupling network
citing_community_perceived_association,Citing-community perceived association,mechanisms,full_text_seed,Small (1973),1973,Small (1973),1973,concepts/mechanisms/citing_community_perceived_association.md,10.1002/asi.4630240406,W2005207065,pub.1014058264,W2005207065,citing-author perceived association; community-assigned citation relation; perceived co-citation association; downstream relational perception
data_led_evaluation_inversion,Data-led evaluation inversion,mechanisms,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/mechanisms/data_led_evaluation_inversion.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,data-led assessment; metric-led evaluation; indicator-led judgment; evaluation by available data
metric_platform_proliferation,Metric platform proliferation,mechanisms,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/mechanisms/metric_platform_proliferation.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,bibliometric platform proliferation; analytics-tool proliferation; metric dashboard proliferation; evaluation platform expansion
global_ranking_indicator_obsession,Global-ranking indicator obsession,mechanisms,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/mechanisms/global_ranking_indicator_obsession.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,university ranking obsession; league-table pressure; global ranking pressure; institutional rank chasing
h_index_threshold_assessment_misuse,H-index threshold assessment misuse,validations,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/validations/h_index_threshold_assessment_misuse.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,h-index cutoff misuse; Hirsch-index threshold; h-index promotion threshold; scalar researcher screen
impact_factor_publication_pressure,Impact-factor publication pressure,mechanisms,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/mechanisms/impact_factor_publication_pressure.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,high-impact-journal pressure; impact-factor bonus pressure; venue prestige pressure; JIF publication target
publication_count_funding_formula_response,Publication-count funding-formula response,mechanisms,full_text_seed,Hicks et al. (2015),2015,Hicks et al. (2015),2015,concepts/mechanisms/publication_count_funding_formula_response.md,10.1038/520429a,W2068452509,pub.1033957063,W2068452509,publication-count incentive response; output-based funding response; publication quantity target; paper-count funding formula
patent_to_patent_citation_noise,Patent-to-patent citation noise,validations,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/validations/patent_to_patent_citation_noise.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,patent citation knowledge-flow noise; patent-to-patent citation caveat; strategic patent citation; legal prior-art citation noise
non_patent_reference_science_filtering,Non-patent-reference science filtering,methods,full_text_seed,Wang and Li (2018),2018,Marx and Fuegi (2020),2020,concepts/methods/non_patent_reference_science_filtering.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,NPL science filtering; non-patent literature type filtering; scientific-reference filtering; patent NPL classification
patent_reference_ocr_lexical_normalization,Patent-reference OCR lexical normalization,methods,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/methods/patent_reference_ocr_lexical_normalization.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,patent NPL OCR cleanup; patent reference lexical standardization; OCR-aware patent citation matching; patent reference transliteration
patent_reference_year_token_blocking,Patent-reference year-token blocking,methods,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/methods/patent_reference_year_token_blocking.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,year-token patent blocking; patent NPL blocking; file-based patent reference hashing; patent-paper candidate blocking
open_derivative_patent_science_linkage,Open derivative patent-science linkage,datasets,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/datasets/open_derivative_patent_science_linkage.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,redistributable patent-science links; open PCS derivative data; open patent-paper linkage release; open science-technology link table
author_inventor_overlap_networks,Author-inventor overlap networks,representations,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/representations/author_inventor_overlap_networks.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,author inventor overlap graph; cross-community invention network; paper-author patent-inventor network; author-inventor bridge network
patent_scientific_reliance_count,Patent scientific reliance count,measures,full_text_seed,Marx and Fuegi (2020),2020,Marx and Fuegi (2020),2020,concepts/measures/patent_scientific_reliance_count.md,10.1002/smj.3145,W2936032879,pub.1126722453,W2936032879,PCS count; patent citations to science count; patent science reliance count; scientific input count
simpson_diversity_index,Simpson diversity index,measures,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/measures/simpson_diversity_index.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,Gini-Simpson index; Simpson interdisciplinarity; one minus squared shares; Simpson category diversity
shannon_entropy_diversity,Shannon entropy diversity,measures,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/measures/shannon_entropy_diversity.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,Shannon interdisciplinarity; entropy diversity; category entropy; reference-list entropy
average_subject_category_dissimilarity,Average subject-category dissimilarity,measures,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/measures/average_subject_category_dissimilarity.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,average SC dissimilarity; subject-category distance average; unweighted category disparity; average disciplinary dissimilarity
interdisciplinarity_factor_retention_diagnostics,Interdisciplinarity factor-retention diagnostics,methods,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/methods/interdisciplinarity_factor_retention_diagnostics.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,factor retention diagnostics; Horn parallel analysis for IDR; interdisciplinarity scree test; Kaiser factor rule
aggregated_field_classification_robustness,Aggregated field-classification robustness,validations,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/validations/aggregated_field_classification_robustness.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,aggregated discipline robustness; field aggregation robustness; ECOOM classification robustness; coarse field taxonomy check
multidisciplinary_category_exclusion_robustness,Multidisciplinary category exclusion robustness,validations,full_text_seed,Wang et al. (2015),2015,Wang et al. (2015),2015,concepts/validations/multidisciplinary_category_exclusion_robustness.md,10.1371/journal.pone.0127298,W363554780,pub.1023200340,W363554780,multidisciplinary SC exclusion; multidisciplinary category robustness; general-science category exclusion; multidisciplinary reference sensitivity
societal_needs_assessment_alignment,Societal-needs assessment alignment,methods,full_text_seed,Moher et al. (2018),2018,Moher et al. (2018),2018,concepts/methods/societal_needs_assessment_alignment.md,10.1371/journal.pbio.2004089,W2794944797,pub.1101831393,W2794944797,societal contribution assessment; patient-public contribution criteria; social-value researcher assessment; community-oriented assessment
complete_transparent_reporting_rewards,Complete transparent reporting rewards,methods,full_text_seed,Moher et al. (2018),2018,Moher et al. (2018),2018,concepts/methods/complete_transparent_reporting_rewards.md,10.1371/journal.pbio.2004089,W2794944797,pub.1101831393,W2794944797,complete reporting rewards; transparent publication rewards; all-results reporting credit; completed-study reporting assessment
open_research_reward_criteria,Open research reward criteria,methods,full_text_seed,Moher et al. (2018),2018,Moher et al. (2018),2018,concepts/methods/open_research_reward_criteria.md,10.1371/journal.pbio.2004089,W2794944797,pub.1101831393,W2794944797,open research rewards; open science assessment criteria; data-code sharing credit; openness reward criteria
assessment_evidence_base_funding,Assessment evidence-base funding,validations,full_text_seed,Moher et al. (2018),2018,Moher et al. (2018),2018,concepts/validations/assessment_evidence_base_funding.md,10.1371/journal.pbio.2004089,W2794944797,pub.1101831393,W2794944797,assessment meta-research funding; research-on-research assessment funding; evaluation funding for assessment reform; evidence-based assessment funding
intellectual_risk_taking_assessment,Intellectual-risk-taking assessment,methods,full_text_seed,Moher et al. (2018),2018,Moher et al. (2018),2018,concepts/methods/intellectual_risk_taking_assessment.md,10.1371/journal.pbio.2004089,W2794944797,pub.1101831393,W2794944797,out-of-the-box assessment; blue-sky research assessment; intellectual risk reward; creative research assessment
research_area_term_labeling,Research-area term labeling,methods,full_text_seed,Waltman and van Eck (2012),2012,Waltman and van Eck (2012),2012,concepts/methods/research_area_term_labeling.md,10.1002/asi.22748,W2126566678,pub.1036746088,W2126566678,cluster term labeling; research-area label extraction; field-cluster term labels; noun-phrase research-area labels
average_publication_year_hot_area_detection,Average publication-year hot-area detection,measures,full_text_seed,Waltman and van Eck (2012),2012,Waltman and van Eck (2012),2012,concepts/measures/average_publication_year_hot_area_detection.md,10.1002/asi.22748,W2126566678,pub.1036746088,W2126566678,hot research area detection; average-year field growth; publication-year hotness; emerging-cluster average year
single_journal_publication_assignment_audit,Single-journal publication-assignment audit,validations,full_text_seed,Waltman and van Eck (2012),2012,Waltman and van Eck (2012),2012,concepts/validations/single_journal_publication_assignment_audit.md,10.1002/asi.22748,W2126566678,pub.1036746088,W2126566678,journal assignment audit; JASIST classification audit; journal-to-field distribution audit; publication-level journal audit
direct_citation_classification_accuracy_gap,Direct-citation classification accuracy gap,validations,full_text_seed,Waltman and van Eck (2012),2012,Waltman and van Eck (2012),2012,concepts/validations/direct_citation_classification_accuracy_gap.md,10.1002/asi.22748,W2126566678,pub.1036746088,W2126566678,classification gold-standard gap; direct-citation accuracy limitation; publication-classification validation gap; expert-feedback classification validation
hybrid_publication_relatedness_extension,Hybrid publication-relatedness extension,methods,full_text_seed,Waltman and van Eck (2012),2012,Waltman and van Eck (2012),2012,concepts/methods/hybrid_publication_relatedness_extension.md,10.1002/asi.22748,W2126566678,pub.1036746088,W2126566678,hybrid publication similarity; relatedness-measure extension; strongest publication-relatedness filtering; top-n publication similarity
coauthorship_affiliation_network_validity,Coauthorship affiliation-network validity,validations,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/validations/coauthorship_affiliation_network_validity.md,10.1103/PhysRevE.64.016131,W2025572017,pub.1060727007,unknown,coauthorship proxy validity; affiliation-network validity; byline collaboration validity; coauthorship construct validity
finite_window_tail_cutoff,Finite-window tail cutoff,validations,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/validations/finite_window_tail_cutoff.md,10.1103/PhysRevE.64.016131,W2025572017,pub.1060727007,unknown,finite observation cutoff; time-window tail truncation; productivity cutoff; collaboration degree cutoff
excess_collaboration_clustering,Excess collaboration clustering,validations,full_text_seed,Newman (2001),2001,Newman (2004),2004,concepts/validations/excess_collaboration_clustering.md,10.1103/PhysRevE.64.016131,W2025572017,pub.1060727007,unknown,residual collaboration clustering; nontrivial coauthorship clustering; excess transitivity; projection-adjusted clustering
second_largest_component_check,Second-largest component check,validations,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/validations/second_largest_component_check.md,10.1103/PhysRevE.64.016131,W2025572017,pub.1060727007,unknown,second component audit; component fragmentation check; giant-component contrast; component-size ratio check
ordered_author_name_indexing,Ordered author-name indexing,methods,full_text_seed,Newman (2001),2001,Newman (2001),2001,concepts/methods/ordered_author_name_indexing.md,10.1103/PhysRevE.64.016131,W2025572017,pub.1060727007,unknown,author-name lookup tree; scalable author-node indexing; ordered name table; coauthorship name index
gendered_author_position_gap,Gendered author-position gap,measures,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/measures/gendered_author_position_gap.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,first-author gender gap; last-author gender gap; dominant author-position gap; gendered byline-position gap
gender_parity_pocket_maps,Gender parity pocket maps,representations,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/representations/gender_parity_pocket_maps.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,gender parity maps; parity pocket mapping; country gender parity map; discipline gender parity map
gendered_seniority_pipeline_confound,Gendered seniority-pipeline confound,validations,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/validations/gendered_seniority_pipeline_confound.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,gender career-stage confound; leaky-pipeline confound; seniority composition bias; gendered age-cohort confound
authorship_output_indicator_boundary,Authorship-output indicator boundary,validations,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/validations/authorship_output_indicator_boundary.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,publication-output boundary; article authorship limitation; output indicator boundary; authorship trace caveat
citation_evaluation_disparity_feedback,Citation-evaluation disparity feedback,mechanisms,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/mechanisms/citation_evaluation_disparity_feedback.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,citation evaluation feedback; metric-mediated gender disparity; citation-based disparity amplification; evaluation feedback loop
gender_targeted_international_collaboration_support,Gender-targeted international collaboration support,methods,full_text_seed,Lariviere et al. (2013),2013,Lariviere et al. (2013),2013,concepts/methods/gender_targeted_international_collaboration_support.md,10.1038/504211a,W2050990045,pub.1050929337,W2050990045,women international collaboration support; gender-targeted collaboration programme; female researcher collaboration support; international collaboration intervention
peak_year_citation_alignment,Peak-year citation alignment,methods,full_text_seed,Parolo et al. (2015),2015,Parolo et al. (2015),2015,concepts/methods/peak_year_citation_alignment.md,10.1016/j.joi.2015.07.006,W1833467796,pub.1042909490,W1833467796,peak-year trajectory alignment; post-peak citation alignment; attention-peak alignment; citation peak cohorting
citation_decay_plateau_parameter,Citation decay plateau parameter,measures,full_text_seed,Parolo et al. (2015),2015,Parolo et al. (2015),2015,concepts/measures/citation_decay_plateau_parameter.md,10.1016/j.joi.2015.07.006,W1833467796,pub.1042909490,W1833467796,gamma citation plateau; long-run citation plateau; residual attention parameter; nonzero citation floor
citation_percentile_decay_robustness,Citation-percentile decay robustness,validations,full_text_seed,Parolo et al. (2015),2015,Parolo et al. (2015),2015,concepts/validations/citation_percentile_decay_robustness.md,10.1016/j.joi.2015.07.006,W1833467796,pub.1042909490,W1833467796,citation-stratum decay robustness; lower-cited attention decay check; top-decile decay sensitivity; citation percentile life-cycle check
attention_half_life_definition_sensitivity,Attention half-life definition sensitivity,validations,full_text_seed,Parolo et al. (2015),2015,Parolo et al. (2015),2015,concepts/validations/attention_half_life_definition_sensitivity.md,10.1016/j.joi.2015.07.006,W1833467796,pub.1042909490,W1833467796,half-life threshold sensitivity; first-drop half-life check; last sub-peak half-life check; citation half-life definition robustness
topic_specific_attention_pool_caveat,Topic-specific attention-pool caveat,validations,full_text_seed,Parolo et al. (2015),2015,Parolo et al. (2015),2015,concepts/validations/topic_specific_attention_pool_caveat.md,10.1016/j.joi.2015.07.006,W1833467796,pub.1042909490,W1833467796,attention-pool denominator caveat; topic-level publication pool; relevant-literature denominator; field-to-topic rescaling caveat
patent_family_expansion_deduplication,Patent family expansion deduplication,methods,full_text_seed,Wang and Li (2018),2018,Wang and Li (2018),2018,concepts/methods/patent_family_expansion_deduplication.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,patent family deduplication; same-family patent expansion; patent corpus deduplication; family-expanded patent denominator
organization_type_science_application_gradient,Organization-type science application gradient,measures,full_text_seed,Wang and Li (2018),2018,Wang and Li (2018),2018,concepts/measures/organization_type_science_application_gradient.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,assignee-type SKAI gradient; university corporate science-base contrast; organization science-citing patent share; institutional patent science application
ipc_class_science_linkage_heterogeneity,IPC-class science linkage heterogeneity,measures,full_text_seed,Wang and Li (2018),2018,Wang and Li (2018),2018,concepts/measures/ipc_class_science_linkage_heterogeneity.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,IPC science-transfer heterogeneity; technology-class SKAI; IPC-class FCDI; sectoral patent-science linkage
patent_age_forward_citation_control,Patent-age forward-citation control,validations,full_text_seed,Wang and Li (2018),2018,Wang and Li (2018),2018,concepts/validations/patent_age_forward_citation_control.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,patent citation exposure control; patent-age FCDI check; forward-citation right-censoring control; age-stratified patent impact
science_application_impact_nonmonotonicity,Science application impact nonmonotonicity,validations,full_text_seed,Wang and Li (2018),2018,Wang and Li (2018),2018,concepts/validations/science_application_impact_nonmonotonicity.md,10.3389/frma.2018.00011,W2792521913,pub.1101486828,W2792521913,science reliance impact divergence; SKAI FCDI nonmonotonicity; patent science-value divergence; science-application citation-premium caveat
wos_author_citation_inequality_panel,WoS author citation inequality panel,datasets,full_text_seed,Nielsen and Andersen (2021),2021,Nielsen and Andersen (2021),2021,concepts/datasets/wos_author_citation_inequality_panel.md,10.1073/pnas.2012208118,W3128893582,pub.1135221443,W3128893582,author citation inequality panel; disambiguated WoS author panel; author-paper citation inequality dataset; global citation elite panel
subfield_reference_coverage_filter,Subfield reference coverage filter,validations,full_text_seed,Nielsen and Andersen (2021),2021,Nielsen and Andersen (2021),2021,concepts/validations/subfield_reference_coverage_filter.md,10.1073/pnas.2012208118,W3128893582,pub.1135221443,W3128893582,reference coverage threshold; low-reference-coverage field exclusion; subfield citation coverage filter; covered-reference ratio filter
geographic_tail_gini_divergence,Geographic tail-Gini divergence,validations,full_text_seed,Nielsen and Andersen (2021),2021,Nielsen and Andersen (2021),2021,concepts/validations/geographic_tail_gini_divergence.md,10.1073/pnas.2012208118,W3128893582,pub.1135221443,W3128893582,tail-share Gini divergence; geographic elite-tail divergence; institution Gini tail divergence; country elite concentration versus Gini
bibliometric_concentration_feedback_loop,Bibliometric concentration feedback loop,mechanisms,full_text_seed,Nielsen and Andersen (2021),2021,Nielsen and Andersen (2021),2021,concepts/mechanisms/bibliometric_concentration_feedback_loop.md,10.1073/pnas.2012208118,W3128893582,pub.1135221443,W3128893582,citation funding feedback; bibliometric cumulative advantage loop; metric-mediated concentration feedback; citation-resource reinforcement loop
citation_elite_multidimensionality_caveat,Citation elite multidimensionality caveat,validations,full_text_seed,Nielsen and Andersen (2021),2021,Nielsen and Andersen (2021),2021,concepts/validations/citation_elite_multidimensionality_caveat.md,10.1073/pnas.2012208118,W3128893582,pub.1135221443,W3128893582,citation-only elite caveat; multidimensional elite status caveat; citation elite status limitation; top-cited author elite caveat
altmetric_publication_month_filter,Altmetric publication-month filter,methods,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/methods/altmetric_publication_month_filter.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,altmetric month eligibility; publication-month restriction; provider-start month filter; July 2011 altmetric filter
online_first_altmetric_timing_lag,Online-first altmetric timing lag,validations,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/validations/online_first_altmetric_timing_lag.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,online-first date lag; issue-month timing bias; early online availability bias; pre-window altmetric attention
altmetric_score_age_journal_normalization,Altmetric score age-journal normalization,methods,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/methods/altmetric_score_age_journal_normalization.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,age-normalized altmetric score; same-journal altmetric normalization; provider attention-score normalization; source-weighted altmetric score
altmetric_unique_actor_deduplication,Altmetric unique-actor deduplication,methods,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/methods/altmetric_unique_actor_deduplication.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,unique Twitter user counting; unique-user altmetric counting; actor-paper deduplication; repeated mention collapse
altmetric_event_context_metadata,Altmetric event-context metadata,datasets,full_text_seed,Costas et al. (2015),2015,Costas et al. (2015),2015,concepts/datasets/altmetric_event_context_metadata.md,10.1002/asi.23309,W2164277894,pub.1001115574,W2164277894,altmetric event context; mention-level altmetric metadata; Twitter demographic context; online attention event metadata
biomedical_frontier_review_experiment,Biomedical frontier-review experiment,datasets,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/datasets/biomedical_frontier_review_experiment.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,frontier grant review experiment; biomedical proposal review experiment; randomized biomedical grant review dataset; evaluator-proposal review panel
single_author_proposal_standardization,Single-author proposal standardization,methods,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/methods/single_author_proposal_standardization.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,standardized proposal stage; single-submitter proposal design; first-stage proposal standardization; single-author review design
expert_review_aggregation_limit,Expert review aggregation limit,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/expert_review_aggregation_limit.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,review averaging limit; less-expert aggregation limit; expert signal aggregation caveat; bounded-rationality review aggregation
ex_ante_novelty_variance_blindspot,Ex ante novelty-variance blind spot,validations,full_text_seed,Boudreau et al. (2016),2016,Boudreau et al. (2016),2016,concepts/validations/ex_ante_novelty_variance_blindspot.md,10.1287/mnsc.2015.2285,W3122634626,pub.1064718020,W3122634626,novelty upside blindness; ex ante novelty variance blindness; review variance blind spot; high-risk novelty perception gap
article_team_size_distribution,Article team-size distribution,measures,full_text_seed,Wuchty et al. (2007),2007,Milojevic (2014),2014,concepts/measures/article_team_size_distribution.md,10.1126/science.1136099,W1965631677,pub.1062455003,W1965631677,authors-per-paper distribution; article team-size histogram; paper team-size distribution; author-count distribution
mean_team_size_distribution_shift_caveat,Mean team-size distribution-shift caveat,validations,full_text_seed,Milojevic (2014),2014,Milojevic (2014),2014,concepts/validations/mean_team_size_distribution_shift_caveat.md,10.1073/pnas.1309723111,W2109746829,pub.1018284603,W2109746829,mean team-size caveat; average team-size tail bias; distributional team-size warning; mean authorship growth caveat
equal_fitness_citation_convergence,Equal-fitness citation convergence,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/equal_fitness_citation_convergence.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,matched-fitness convergence; fitness-conditioned citation convergence; long-term impact convergence; journal-independent fitness validation
same_early_citation_divergence,Same-early-citation divergence,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/same_early_citation_divergence.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,early-citation divergence; same short-window citation divergence; fixed-window citation failure; early impact prediction caveat
journal_impact_time_shift,Journal impact-time shift,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/journal_impact_time_shift.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,journal impact timing shift; impact-factor timing confound; journal immediacy shift; short-window journal impact caveat
citation_prediction_envelope_coverage,Citation prediction envelope coverage,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/citation_prediction_envelope_coverage.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,citation forecast interval coverage; prediction envelope validation; z30 citation deviation; forecast uncertainty coverage
alternative_citation_curve_benchmark,Alternative citation curve benchmark,validations,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/validations/alternative_citation_curve_benchmark.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,citation model benchmark; logistic Bass Gompertz citation benchmark; citation curve model comparison; long-term citation forecast benchmark
preferential_attachment_activation_threshold,Preferential attachment activation threshold,mechanisms,full_text_seed,Wang et al. (2013),2013,Wang et al. (2013),2013,concepts/mechanisms/preferential_attachment_activation_threshold.md,10.1126/science.1237825,W2124689612,pub.1042700127,W2124689612,cumulative-advantage turn-on threshold; preferential-attachment threshold; low-fitness lognormal regime; attachment detectability threshold
cross_corpus_disruptiveness_replication,Cross-corpus disruptiveness replication,validations,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/validations/cross_corpus_disruptiveness_replication.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,cross-dataset disruption replication; multi-corpus CD5 robustness; disruption source replication; corpus robustness for disruptiveness decline
high_quality_disruption_decline_check,High-quality disruption-decline check,validations,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/validations/high_quality_disruption_decline_check.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,elite-subset disruption decline; Nobel disruption trend check; premier-journal disruption robustness; quality-restricted CD5 check
disruptiveness_practice_control_stack,Disruptiveness practice-control stack,validations,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/validations/disruptiveness_practice_control_stack.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,disruption practice controls; CD5 publication citation authorship controls; disruption confound control stack; citation-practice disruption robustness
alternative_cd_index_derivation_robustness,Alternative CD-index derivation robustness,validations,full_text_seed,Park et al. (2023),2023,Park et al. (2023),2023,concepts/validations/alternative_cd_index_derivation_robustness.md,10.1038/s41586-022-05543-x,W4313545395,pub.1154226028,W4313545395,CD-index variant robustness; alternative disruption-index derivation; CD5 derivation sensitivity; disruption metric variant check
openalex_venue_host_model,OpenAlex venue-host model,representations,full_text_seed,Priem et al. (2022),2022,Priem et al. (2022),2022,concepts/representations/openalex_venue_host_model.md,10.48550/arXiv.2205.01833,W4229010617,pub.1147626509,W4229010617,OpenAlex venue model; work host venues; OpenAlex hosted works; venue-work host layer
openalex_issn_l_venue_matching,OpenAlex ISSN-L venue matching,methods,full_text_seed,Priem et al. (2022),2022,Priem et al. (2022),2022,concepts/methods/openalex_issn_l_venue_matching.md,10.48550/arXiv.2205.01833,W4229010617,pub.1147626509,W4229010617,OpenAlex ISSN-L matching; linking ISSN venue key; venue identifier matching; journal ISSN-L consolidation
openalex_missing_funding_corresponding_author_metadata,OpenAlex missing funding and corresponding-author metadata,validations,full_text_seed,Priem et al. (2022),2022,Priem et al. (2022),2022,concepts/validations/openalex_missing_funding_corresponding_author_metadata.md,10.48550/arXiv.2205.01833,W4229010617,pub.1147626509,W4229010617,OpenAlex funding metadata gap; OpenAlex corresponding-author gap; missing funding fields; missing responsible-author metadata
