concept_id_a,concept_id_b,cosine_similarity,shared_terms,page_path_a,page_path_b
h_index_citation_curve_intersection,h_index_total_citation_scaling,0.3830,total; hirsch; curve; index; ranked; author; area; core,concepts/representations/h_index_citation_curve_intersection.md,concepts/measures/h_index_total_citation_scaling.md
local_gender_disparity_micro_mechanisms,local_global_knowledge_bridge,0.3830,local; global; collaboration; mechanisms; policy; country; output; access,concepts/mechanisms/local_gender_disparity_micro_mechanisms.md,concepts/mechanisms/local_global_knowledge_bridge.md
descriptive_association_causal_force_gap,scisci_quasi_experimental_policy_evaluation,0.3829,causal; policy; descriptive; quasi; scisci; counterfactual; fortunato; experiments,concepts/validations/descriptive_association_causal_force_gap.md,concepts/validations/scisci_quasi_experimental_policy_evaluation.md
h_core_publication_set,h_index_total_citation_scaling,0.3829,hirsch; total; index; set; core; cited; author; date,concepts/representations/h_core_publication_set.md,concepts/measures/h_index_total_citation_scaling.md
institution_citation_rank_proxy,rank_transition_shuffle_null,0.3829,rank; transition; deville; mobility; institution; institutions; institutional; matrix,concepts/measures/institution_citation_rank_proxy.md,concepts/validations/rank_transition_shuffle_null.md
normalized_scientific_knowledge_application_index,technological_complexity_science_linkage_gradient,0.3829,nskai; technology; skai; country; patent; linkage; average; medical,concepts/measures/normalized_scientific_knowledge_application_index.md,concepts/mechanisms/technological_complexity_science_linkage_gradient.md
same_author_similar_paper_false_positive,score_stratified_match_precision_audit,0.3829,confidence; score; patent; fuegi; match; marx; false; precision,concepts/validations/same_author_similar_paper_false_positive.md,concepts/validations/score_stratified_match_precision_audit.md
contribution_statement_role_granularity_limit,plos_one_dominant_training_corpus_bias,0.3828,contribution; role; robinson; garcia; journal; types; source; prediction,concepts/validations/contribution_statement_role_granularity_limit.md,concepts/validations/plos_one_dominant_training_corpus_bias.md
gendered_seniority_pipeline_confound,lead_author_gender_citation_gap,0.3828,seniority; gender; position; author; confound; gendered; collaboration; lariviere,concepts/validations/gendered_seniority_pipeline_confound.md,concepts/mechanisms/lead_author_gender_citation_gap.md
journal_impact_factor_assessment_misuse,portfolio_based_researcher_assessment,0.3828,assessment; moher; jif; promotion; researcher; dossier; hiring; review,concepts/validations/journal_impact_factor_assessment_misuse.md,concepts/methods/portfolio_based_researcher_assessment.md
low_entry_cost_proposal_capture,two_phase_hypothesis_seed_grant_design,0.3828,proposal; stage; boudreau; grant; cost; submission; ideas; hypotheses,concepts/methods/low_entry_cost_proposal_capture.md,concepts/methods/two_phase_hypothesis_seed_grant_design.md
riemannian_science_map_projections,science_map_projection_readability_tradeoff,0.3828,map; projection; layout; dimensional; factor; readable; display; interpretation,concepts/representations/riemannian_science_map_projections.md,concepts/validations/science_map_projection_readability_tradeoff.md
collaboration_source_coverage_bias,second_largest_component_check,0.3827,component; source; newman; coverage; fragmentation; giant; collaboration; connected,concepts/validations/collaboration_source_coverage_bias.md,concepts/validations/second_largest_component_check.md
exploration_program_pretrend_check,funding_program_alternative_mechanism_audit,0.3827,program; treatment; azoulay; treated; funding; appointment; hhmi; incentive,concepts/validations/exploration_program_pretrend_check.md,concepts/validations/funding_program_alternative_mechanism_audit.md
institutional_location_recognition_premium,recognition_visibility_coupling,0.3827,recognition; visibility; merton; institutional; scientists; prestige; effect; award,concepts/mechanisms/institutional_location_recognition_premium.md,concepts/mechanisms/recognition_visibility_coupling.md
interdisciplinarity_diversity_saturation_effect,interdisciplinarity_metric_map_triangulation,0.3827,diversity; integration; map; interdisciplinarity; rafols; porter; score; scalar,concepts/validations/interdisciplinarity_diversity_saturation_effect.md,concepts/validations/interdisciplinarity_metric_map_triangulation.md
pre_post_move_citation_role_decomposition,regional_mobile_citation_premium_gradient,0.3827,mobile; move; region; sugimoto; mobility; scholars; yegros; non,concepts/methods/pre_post_move_citation_role_decomposition.md,concepts/measures/regional_mobile_citation_premium_gradient.md
sparse_direct_citation_exclusion,zero_degree_publication_handling,0.3827,eck; publications; van; excluded; classification; exclusion; relations; waltman,concepts/validations/sparse_direct_citation_exclusion.md,concepts/validations/zero_degree_publication_handling.md
burden_of_knowledge,solo_inventor_specialization_identifiability,0.3826,specialization; solo; inventors; inventor; patent; jones; knowledge; team,concepts/mechanisms/burden_of_knowledge.md,concepts/methods/solo_inventor_specialization_identifiability.md
collapsed_gibbs_topic_sampler,word_document_cooccurrence_matrix,0.3826,word; topic; document; griffiths; steyvers; vocabulary; token; corpus,concepts/methods/collapsed_gibbs_topic_sampler.md,concepts/representations/word_document_cooccurrence_matrix.md
commercial_engagement_consolidation,scientific_visibility_destabilizing_patent_portfolios,0.3826,patent; university; destabilizing; smith; owen; portfolios; funk; disruption,concepts/mechanisms/commercial_engagement_consolidation.md,concepts/mechanisms/scientific_visibility_destabilizing_patent_portfolios.md
funding_portfolio_outcome_suite,rcr_translational_outcome_boundary,0.3826,rcr; outcome; hutchins; clinical; influence; suite; translational; health,concepts/methods/funding_portfolio_outcome_suite.md,concepts/consequences/rcr_translational_outcome_boundary.md
between_topic_citation_disadvantage,exploited_topic_choice_prediction,0.3825,topic; topics; cited; funding; before; size; cultural; high,concepts/mechanisms/between_topic_citation_disadvantage.md,concepts/methods/exploited_topic_choice_prediction.md
editorial_impact_factor_pressure_channel,impact_factor_publication_pressure,0.3825,pressure; factor; journal; editorial; jif; high; journals; level,concepts/mechanisms/editorial_impact_factor_pressure_channel.md,concepts/mechanisms/impact_factor_publication_pressure.md
global_science_communication_system,regional_collaboration_hubs,0.3825,regional; global; collaboration; international; wagner; leydesdorff; country; local,concepts/representations/global_science_communication_system.md,concepts/measures/regional_collaboration_hubs.md
google_scholar,scopus,0.3825,scopus; google; scholar; waltman; source; web; scholarly; coverage,concepts/datasets/google_scholar.md,concepts/datasets/scopus.md
knowledge_island_overexploration,knowledge_network_search_efficiency,0.3825,rzhetsky; search; efficiency; experiments; loss; discovery; knowledge; strategy,concepts/mechanisms/knowledge_island_overexploration.md,concepts/measures/knowledge_network_search_efficiency.md
online_backfile_depth,reference_age_search_depth,0.3825,depth; online; evans; age; search; years; availability; year,concepts/measures/online_backfile_depth.md,concepts/measures/reference_age_search_depth.md
patent_application_year_time_anchor,patentsview_utility_patent_sample,0.3825,patent; application; patents; year; grant; inventor; funk; smith,concepts/methods/patent_application_year_time_anchor.md,concepts/datasets/patentsview_utility_patent_sample.md
coauthorship_networks,collaboration_assortativity,0.3824,assortativity; collaboration; newman; coauthorship; degree; mixing; team; author,concepts/representations/coauthorship_networks.md,concepts/measures/collaboration_assortativity.md
corresponding_author_survey_frame,survey_response_rate_heterogeneity,0.3824,survey; response; responses; franzoni; country; mobility; respondent; countries,concepts/methods/corresponding_author_survey_frame.md,concepts/validations/survey_response_rate_heterogeneity.md
derwent_nano_medical_device_patent_panel,inventor_address_country_assignment,0.3824,patent; inventor; country; nano; device; medical; patents; assignee,concepts/datasets/derwent_nano_medical_device_patent_panel.md,concepts/methods/inventor_address_country_assignment.md
faculty_hiring_networks,prestige_core_norm_diffusion,0.3823,faculty; prestige; hiring; placement; institutions; clauset; doctoral; origin,concepts/representations/faculty_hiring_networks.md,concepts/mechanisms/prestige_core_norm_diffusion.md
higher_rank_multiplex_temporal_extension,node_layer_index_notation,0.3823,tensor; layer; node; domenico; multiplex; multilayer; axes; tensors,concepts/representations/higher_rank_multiplex_temporal_extension.md,concepts/representations/node_layer_index_notation.md
multiple_discovery_status_visibility_test,status_visibility_function_tradeoff,0.3823,visibility; communication; discovery; merton; readership; multiple; matthew; uptake,concepts/validations/multiple_discovery_status_visibility_test.md,concepts/validations/status_visibility_function_tradeoff.md
science_map_desiderata_checklist,science_map_measure_selection_grid,0.3823,map; readability; accuracy; criteria; boyack; local; maps; borner,concepts/validations/science_map_desiderata_checklist.md,concepts/validations/science_map_measure_selection_grid.md
applicant_credential_return_heterogeneity,training_support_disparity_persistence,0.3822,training; group; ginther; return; returns; award; applicants; applicant,concepts/validations/applicant_credential_return_heterogeneity.md,concepts/validations/training_support_disparity_persistence.md
citing_side_normalization,source_normalized_impact_per_paper,0.3822,snip; citing; side; normalization; density; journal; normalized; length,concepts/methods/citing_side_normalization.md,concepts/measures/source_normalized_impact_per_paper.md
awake_intensity_class_midpoint_encoding,sleeping_beauty_sparse_tail_cell_fragility,0.3821,sleeping; beauty; raan; awakening; intensity; sleep; van; tail,concepts/representations/awake_intensity_class_midpoint_encoding.md,concepts/validations/sleeping_beauty_sparse_tail_cell_fragility.md
citation_database_web_interface_access,google_scholar,0.3821,google; scholar; web; waltman; access; database; query; search,concepts/methods/citation_database_web_interface_access.md,concepts/datasets/google_scholar.md
citation_volume_decoupled_awakening_capture,negative_beauty_coefficient_trajectory_class,0.3821,beauty; negative; trajectory; delayed; volume; recognition; sleeping; shape,concepts/validations/citation_volume_decoupled_awakening_capture.md,concepts/measures/negative_beauty_coefficient_trajectory_class.md
direct_citation_area_map_projection,science_map_desiderata_checklist,0.3821,map; layout; level; classification; clusters; system; clustering; built,concepts/representations/direct_citation_area_map_projection.md,concepts/validations/science_map_desiderata_checklist.md
open_derivative_patent_science_linkage,pcs_adoption_barrier_stack,0.3821,patent; release; fuegi; marx; open; pcs; mag; proprietary,concepts/datasets/open_derivative_patent_science_linkage.md,concepts/mechanisms/pcs_adoption_barrier_stack.md
production_recommender_embedding_feature_boost,scidocs_embedding_benchmark,0.3821,embedding; recommendation; cohan; embeddings; feature; task; specter; ranking,concepts/validations/production_recommender_embedding_feature_boost.md,concepts/validations/scidocs_embedding_benchmark.md
sci_ssci_journal_map_corpus_2000,source_journal_reference_profile,0.3821,journal; sci; cited; source; journals; citing; count; included,concepts/datasets/sci_ssci_journal_map_corpus_2000.md,concepts/representations/source_journal_reference_profile.md
career_long_single_year_author_impact,twentieth_career_year_success_endpoint,0.3820,career; year; long; author; both; early; run; publication,concepts/measures/career_long_single_year_author_impact.md,concepts/measures/twentieth_career_year_success_endpoint.md
degree_semantics_audit,scale_free_exemplar_network_panel,0.3820,degree; albert; domain; node; power; grid; web; barabasi,concepts/validations/degree_semantics_audit.md,concepts/datasets/scale_free_exemplar_network_panel.md
international_affiliation_impact_premium,world_city_collaboration_network,0.3820,city; affiliation; domestic; collaboration; pan; international; affiliations; cities,concepts/mechanisms/international_affiliation_impact_premium.md,concepts/representations/world_city_collaboration_network.md
large_scale_classification_compute_profile,transparent_classification_artifact_release,0.3820,classification; eck; van; artifact; waltman; publication; software; methodology,concepts/validations/large_scale_classification_compute_profile.md,concepts/methods/transparent_classification_artifact_release.md
author_database_linkage_extension,standardized_author_citation_database,0.3819,author; ioannidis; standardized; database; scopus; table; metrics; career,concepts/methods/author_database_linkage_extension.md,concepts/datasets/standardized_author_citation_database.md
author_count_citation_normalization_test,within_author_team_size_disruption_test,0.3818,author; team; size; test; year; asks; regression; adding,concepts/methods/author_count_citation_normalization_test.md,concepts/validations/within_author_team_size_disruption_test.md
collective_credit_allocation,focal_paper_co_citation_network,0.3818,credit; shen; cited; barabasi; strength; contribution; allocation; attribution,concepts/measures/collective_credit_allocation.md,concepts/representations/focal_paper_co_citation_network.md
coordinated_failure_publication_regime,counterfactual_strategy_search_simulation,0.3818,strategies; discovery; simulation; rzhetsky; search; experiments; counterfactual; optimized,concepts/methods/coordinated_failure_publication_regime.md,concepts/methods/counterfactual_strategy_search_simulation.md
low_recombination_mix_team_limit,novelty_conventionality,0.3818,novelty; recombination; conventionality; low; team; combinations; teams; conventional,concepts/validations/low_recombination_mix_team_limit.md,concepts/mechanisms/novelty_conventionality.md
multi_university_collaboration,regional_elite_remote_partnership_maps,0.3818,tier; university; collaboration; geography; elite; jones; ties; region,concepts/mechanisms/multi_university_collaboration.md,concepts/representations/regional_elite_remote_partnership_maps.md
citation_relation_triangulation_table,direct_citation_co_citation_overlap,0.3817,direct; relation; small; table; strong; specialty; strength; w2005207065,concepts/validations/citation_relation_triangulation_table.md,concepts/validations/direct_citation_co_citation_overlap.md
contextual_analytics_panels,cross_type_research_classification,0.3817,object; hook; search; classification; trials; clinical; type; research,concepts/representations/contextual_analytics_panels.md,concepts/methods/cross_type_research_classification.md
dimensions_grant_acknowledgment_mining,sciscinet_dimensions_grant_linkage_validation,0.3817,grant; funder; number; funders; dimensions; source; numbers; relation,concepts/methods/dimensions_grant_acknowledgment_mining.md,concepts/validations/sciscinet_dimensions_grant_linkage_validation.md
h_index_monotonicity_turnover,h_index_tail_insensitivity,0.3817,index; hirsch; core; w2128438887; cited; author; caveat; scalar,concepts/validations/h_index_monotonicity_turnover.md,concepts/validations/h_index_tail_insensitivity.md
novelty_short_window_undercount,wos_2001_novelty_article_cohort,0.3817,novelty; subject; window; novel; cohort; short; wang; article,concepts/validations/novelty_short_window_undercount.md,concepts/datasets/wos_2001_novelty_article_cohort.md
paradigm_embedded_funding_feedback,review_feedback_exploration_scaffold,0.3817,feedback; funding; incentives; reviewer; review; expertise; resource; mechanism,concepts/mechanisms/paradigm_embedded_funding_feedback.md,concepts/mechanisms/review_feedback_exploration_scaffold.md
scholarly_snapshot_versioning,sciscinet_recent_paper_staleness_boundary,0.3817,snapshot; mag; lin; release; current; source; recent; edition,concepts/methods/scholarly_snapshot_versioning.md,concepts/validations/sciscinet_recent_paper_staleness_boundary.md
citation_context_anchor_windowing,focal_scientist_distance_anchor_bias,0.3816,anchor; window; local; number; style; patterns; chosen; length,concepts/methods/citation_context_anchor_windowing.md,concepts/validations/focal_scientist_distance_anchor_bias.md
city_collaboration_strength_degree_scaling,scholarly_spatial_gravity_law,0.3816,city; strength; law; collaboration; scaling; degree; pan; spatial,concepts/measures/city_collaboration_strength_degree_scaling.md,concepts/measures/scholarly_spatial_gravity_law.md
cumulative_author_reputation,search_result_reputation_reinforcement,0.3816,reputation; petersen; author; visibility; signal; w2152513188; pammolli; stanley,concepts/measures/cumulative_author_reputation.md,concepts/mechanisms/search_result_reputation_reinforcement.md
h_index_calculability_affordance,preprint_to_metric_implementation_feedback,0.3816,hirsch; metric; implementation; database; interface; platform; index; adoption,concepts/methods/h_index_calculability_affordance.md,concepts/mechanisms/preprint_to_metric_implementation_feedback.md
bibliographic_source_maintenance_regime,coauthorship_source_domain_panels,0.3815,source; maintenance; newman; collaboration; bibliographic; professionally; domain; panels,concepts/validations/bibliographic_source_maintenance_regime.md,concepts/datasets/coauthorship_source_domain_panels.md
misconduct_detection_infrastructure,unretracted_misconduct_dark_figure,0.3815,misconduct; retraction; fang; suspected; retractions; watchdog; investigation; concern,concepts/mechanisms/misconduct_detection_infrastructure.md,concepts/validations/unretracted_misconduct_dark_figure.md
broad_shallow_narrow_deep_replication_tradeoff,subdiscipline_replication_stratification,0.3814,replication; reproducibility; open; collaboration; design; w1897139626; psychology; versus,concepts/methods/broad_shallow_narrow_deep_replication_tradeoff.md,concepts/validations/subdiscipline_replication_stratification.md
constructed_collaboration_sustainability_limit,direct_indirect_ics_policy_role_split,0.3814,collaboration; policy; wagner; leydesdorff; international; megascience; local; coordinated,concepts/validations/constructed_collaboration_sustainability_limit.md,concepts/methods/direct_indirect_ics_policy_role_split.md
international_affiliation_impact_premium,wos_geocoded_science_corpus,0.3814,city; affiliation; country; pan; collaboration; affiliations; geography; w2150607630,concepts/mechanisms/international_affiliation_impact_premium.md,concepts/datasets/wos_geocoded_science_corpus.md
consistent_department_panel_filter,faculty_hiring_networks,0.3813,faculty; department; departments; hiring; wapman; attrition; universities; clauset,concepts/validations/consistent_department_panel_filter.md,concepts/representations/faculty_hiring_networks.md
expert_cue_sampling_bias,reviewer_proposal_intellectual_distance,0.3813,proposal; evaluator; distance; experts; boudreau; scores; close; review,concepts/mechanisms/expert_cue_sampling_bias.md,concepts/measures/reviewer_proposal_intellectual_distance.md
first_author_credential_null_boundary,last_author_pi_role_assumption,0.3813,author; last; position; authorship; proxy; alphabetical; order; role,concepts/validations/first_author_credential_null_boundary.md,concepts/validations/last_author_pi_role_assumption.md
interdisciplinary_pair_novelty_validation,journal_pair_entity_proxy_boundary,0.3813,novelty; pair; journal; pairs; journals; novel; recombination; combinations,concepts/validations/interdisciplinary_pair_novelty_validation.md,concepts/validations/journal_pair_entity_proxy_boundary.md
single_author_proposal_standardization,two_phase_hypothesis_seed_grant_design,0.3813,proposal; stage; boudreau; grant; eligibility; design; hypotheses; submissions,concepts/methods/single_author_proposal_standardization.md,concepts/methods/two_phase_hypothesis_seed_grant_design.md
article_team_size_distribution,author_inventor_team_equivalence_rule,0.3812,team; inventor; wuchty; author; domain; production; cross; authorship,concepts/measures/article_team_size_distribution.md,concepts/representations/author_inventor_team_equivalence_rule.md
bradford_lotka_elite_zone_law,cumulative_advantage_distribution,0.3812,price; cumulative; bradford; advantage; law; success; lotka; distribution,concepts/methods/bradford_lotka_elite_zone_law.md,concepts/methods/cumulative_advantage_distribution.md
citation_history_reference_line,negative_beauty_coefficient_trajectory_class,0.3812,line; maximum; annual; peak; beauty; trajectory; coefficient; sleeping,concepts/representations/citation_history_reference_line.md,concepts/measures/negative_beauty_coefficient_trajectory_class.md
indicator_suite_pluralism,metric_pluralism_productive_specialization,0.3812,plural; indicator; pluralism; indicators; evaluation; gaming; profile; single,concepts/methods/indicator_suite_pluralism.md,concepts/mechanisms/metric_pluralism_productive_specialization.md
retrieval_to_quantitative_reuse_mismatch,wos_subject_category_fractionalization,0.3812,retrieval; birkle; quantitative; subject; fractionalization; categories; counting; source,concepts/validations/retrieval_to_quantitative_reuse_mismatch.md,concepts/validations/wos_subject_category_fractionalization.md
fixed_node_attachment_saturation_baseline,preferential_attachment_activation_threshold,0.3811,attachment; preferential; model; baseline; barabasi; law; ablation; count,concepts/validations/fixed_node_attachment_saturation_baseline.md,concepts/mechanisms/preferential_attachment_activation_threshold.md
nobel_laureate_interview_corpus,nobel_top_k_credit_match_protocol,0.3811,nobel; laureates; laureate; credit; prize; recognition; discovery; recognized,concepts/datasets/nobel_laureate_interview_corpus.md,concepts/validations/nobel_top_k_credit_match_protocol.md
original_author_fidelity_review,replication_archive_checklist_gate,0.3811,replication; materials; protocol; review; open; collaboration; protocols; w1897139626,concepts/methods/original_author_fidelity_review.md,concepts/methods/replication_archive_checklist_gate.md
archetype_productivity_impact_assessment_gap,dynamic_archetype_causal_model_gap,0.3810,archetype; advancement; contribution; robinson; garcia; productivity; gap; career,concepts/mechanisms/archetype_productivity_impact_assessment_gap.md,concepts/methods/dynamic_archetype_causal_model_gap.md
cited_journal_title_normalization,science_map_source_title_spine,0.3810,title; titles; journal; source; abbreviations; map; strings; journals,concepts/methods/cited_journal_title_normalization.md,concepts/datasets/science_map_source_title_spine.md
legal_open_copy_exclusion_boundary,oa_resolver_source_fusion,0.3810,copy; legal; resolver; repository; source; piwowar; open; copies,concepts/validations/legal_open_copy_exclusion_boundary.md,concepts/methods/oa_resolver_source_fusion.md
patent_paper_links,patentsview_utility_patent_sample,0.3810,patent; patents; patentsview; technology; uspto; grant; million; inventions,concepts/datasets/patent_paper_links.md,concepts/datasets/patentsview_utility_patent_sample.md
co_cited_journal_common_friend_distance,journal_pair_entity_proxy_boundary,0.3809,novelty; journal; distance; pair; journals; proxy; cited; wang,concepts/measures/co_cited_journal_common_friend_distance.md,concepts/validations/journal_pair_entity_proxy_boundary.md
common_name_patent_reference_match_penalty,name_only_disambiguation_baselines,0.3809,surname; name; initials; author; initial; names; only; string,concepts/methods/common_name_patent_reference_match_penalty.md,concepts/validations/name_only_disambiguation_baselines.md
international_affiliation_impact_premium,international_collaboration_networks,0.3809,international; affiliation; collaboration; country; city; pan; geography; multiple,concepts/mechanisms/international_affiliation_impact_premium.md,concepts/representations/international_collaboration_networks.md
optional_stopping_false_positives,researcher_degrees_of_freedom,0.3809,stopping; simmons; false; positive; disclosure; sample; collection; rule,concepts/mechanisms/optional_stopping_false_positives.md,concepts/validations/researcher_degrees_of_freedom.md
synthetic_topic_recovery_benchmark,topic_word_probability_distributions,0.3809,topic; word; griffiths; steyvers; topics; distributions; corpus; w2001082470,concepts/validations/synthetic_topic_recovery_benchmark.md,concepts/representations/topic_word_probability_distributions.md
journal_specific_author_order_histories,last_author_pi_output_boundary,0.3808,last; author; principal; role; authorship; senior; position; investigator,concepts/representations/journal_specific_author_order_histories.md,concepts/methods/last_author_pi_output_boundary.md
research_design_team_size_control,sparse_team_size_moving_average_smoothing,0.3808,team; size; disruption; teams; large; figures; journal; curves,concepts/validations/research_design_team_size_control.md,concepts/methods/sparse_team_size_moving_average_smoothing.md
administrative_demographic_record_linkage,biosketch_identity_proxy_leakage,0.3807,demographic; biosketch; ethnicity; race; ginther; administrative; identity; proxy,concepts/methods/administrative_demographic_record_linkage.md,concepts/mechanisms/biosketch_identity_proxy_leakage.md
between_school_impact_premium,major_us_university_wos_panel,0.3807,school; university; tier; universities; collaboration; jones; within; engineering,concepts/mechanisms/between_school_impact_premium.md,concepts/datasets/major_us_university_wos_panel.md
citation_node_metric_structure_boundary,search_path_node_pair_count,0.3807,node; path; hummon; doreian; paths; count; edge; structural,concepts/methods/citation_node_metric_structure_boundary.md,concepts/measures/search_path_node_pair_count.md
citation_sentiment_role_projection,negative_citation_meekness_effect,0.3807,negative; neutral; weakness; teufel; function; contrast; labels; role,concepts/methods/citation_sentiment_role_projection.md,concepts/mechanisms/negative_citation_meekness_effect.md
openalex,openalex_source_ingestion_mix,0.3807,priem; mag; works; ingestion; source; open; pages; crossref,concepts/datasets/openalex.md,concepts/methods/openalex_source_ingestion_mix.md
altmetric_coverage_utility_threshold,positive_altmetric_score_conditioning,0.3806,source; altmetric; thelwall; positive; utility; coverage; provider; nonzero,concepts/measures/altmetric_coverage_utility_threshold.md,concepts/methods/positive_altmetric_score_conditioning.md
coauthor_normalized_h_index,h_index_distribution_extreme_tail_field_gap,0.3806,index; hirsch; author; adjustment; team; size; average; normalized,concepts/measures/coauthor_normalized_h_index.md,concepts/validations/h_index_distribution_extreme_tail_field_gap.md
funding_award_disruption_contrast,wos_funding_acknowledgment_onset_bias,0.3806,funding; funded; disruption; acknowledgment; onset; grant; small; linked,concepts/validations/funding_award_disruption_contrast.md,concepts/validations/wos_funding_acknowledgment_onset_bias.md
preprint_citation_exposure_metric_bias,preprint_to_metric_implementation_feedback,0.3806,preprint; metric; journal; formal; preprints; timing; behavior; notes,concepts/validations/preprint_citation_exposure_metric_bias.md,concepts/mechanisms/preprint_to_metric_implementation_feedback.md
wos_longitudinal_coverage_drift,wos_noncore_source_type_scope_boundary,0.3806,source; birkle; collection; indexes; core; platform; type; time,concepts/validations/wos_longitudinal_coverage_drift.md,concepts/validations/wos_noncore_source_type_scope_boundary.md
beauty_score_age_field_comparability_caveat,citation_volume_decoupled_awakening_capture,0.3805,beauty; delayed; recognition; sleeping; score; coefficient; high; beauties,concepts/validations/beauty_score_age_field_comparability_caveat.md,concepts/validations/citation_volume_decoupled_awakening_capture.md
citation_volume_decoupled_awakening_capture,sleeping_beauty_null_model_gap,0.3805,beauty; sleeping; volume; delayed; recognition; trajectory; coefficient; awakening,concepts/validations/citation_volume_decoupled_awakening_capture.md,concepts/validations/sleeping_beauty_null_model_gap.md
central_journal_gatekeeping_obstacle,journal_age_newness_confound_check,0.3804,novelty; jif; journal; novel; placement; wang; bias; position,concepts/mechanisms/central_journal_gatekeeping_obstacle.md,concepts/validations/journal_age_newness_confound_check.md
citation_evaluation_disparity_feedback,lead_author_gender_citation_gap,0.3804,evaluation; collaboration; author; gender; disadvantage; feedback; lariviere; positions,concepts/mechanisms/citation_evaluation_disparity_feedback.md,concepts/mechanisms/lead_author_gender_citation_gap.md
flat_leadership_task_reorganization,team_role_size_scaling,0.3804,team; role; size; teams; ratio; support; flat; roles,concepts/methods/flat_leadership_task_reorganization.md,concepts/measures/team_role_size_scaling.md
interdisciplinarity_benchmark_field_panel,interdisciplinarity_metric_map_triangulation,0.3804,interdisciplinarity; integration; rafols; benchmark; porter; cited; six; scalar,concepts/datasets/interdisciplinarity_benchmark_field_panel.md,concepts/validations/interdisciplinarity_metric_map_triangulation.md
mainstream_distinctiveness_recombination_mechanism,team_tail_novelty_advantage,0.3804,conventionality; novelty; combinations; tail; grounding; combination; high; recombination,concepts/mechanisms/mainstream_distinctiveness_recombination_mechanism.md,concepts/mechanisms/team_tail_novelty_advantage.md
observational_hierarchy_causality_boundary,same_size_team_hierarchy_contrast,0.3804,team; hierarchy; ratio; size; teams; flatness; w4226148732; flat,concepts/validations/observational_hierarchy_causality_boundary.md,concepts/validations/same_size_team_hierarchy_contrast.md
reference_manager_readership_counts,social_web_non_citing_reader_traces,0.3804,readership; reader; platform; thelwall; manager; attention; altmetrics; social,concepts/measures/reference_manager_readership_counts.md,concepts/mechanisms/social_web_non_citing_reader_traces.md
citation_function_class_imbalance,human_machine_citation_role_agreement_gap,0.3803,labels; rare; function; teufel; label; automatic; classifier; collapsed,concepts/validations/citation_function_class_imbalance.md,concepts/validations/human_machine_citation_role_agreement_gap.md
citation_function_feature_vectors,citation_role_document_position_features,0.3803,features; feature; function; teufel; paragraph; location; cue; sentence,concepts/representations/citation_function_feature_vectors.md,concepts/representations/citation_role_document_position_features.md
inactive_agent_turnover_rule,scientific_inactive_author_state,0.3803,inactive; exit; inactivity; active; state; rule; participation; population,concepts/methods/inactive_agent_turnover_rule.md,concepts/representations/scientific_inactive_author_state.md
recombination_impact_robustness_grid,setback_effect_robustness_grid,0.3803,robustness; grid; top; thresholds; hit; alternative; regression; definitions,concepts/validations/recombination_impact_robustness_grid.md,concepts/validations/setback_effect_robustness_grid.md
altmetric_field_presence_profiles,altmetric_identifier_matching_loss,0.3802,altmetric; provider; costas; records; source; matching; identifier; web,concepts/measures/altmetric_field_presence_profiles.md,concepts/validations/altmetric_identifier_matching_loss.md
impact_factor_field_bias_demonstrator,journal_impact_factor_novelty_bias,0.3802,jif; factor; journal; journals; bias; top; article; factors,concepts/validations/impact_factor_field_bias_demonstrator.md,concepts/validations/journal_impact_factor_novelty_bias.md
co_citation_secondary_indexing,co_cited_core_literature,0.3801,cited; core; entry; specialty; small; literature; index; points,concepts/methods/co_citation_secondary_indexing.md,concepts/representations/co_cited_core_literature.md
direct_indirect_ics_policy_role_split,indirect_peer_paper_policy_channel,0.3801,policy; indirect; direct; distinguishes; cases; research; mechanism; useful,concepts/methods/direct_indirect_ics_policy_role_split.md,concepts/mechanisms/indirect_peer_paper_policy_channel.md
coauthorship_citation_network_distinction,time_resolved_coauthorship_reconstruction,0.3800,coauthorship; newman; collaboration; edge; author; tie; edges; publication,concepts/representations/coauthorship_citation_network_distinction.md,concepts/methods/time_resolved_coauthorship_reconstruction.md
direct_citation_area_map_projection,riemannian_science_map_projections,0.3800,map; layout; projection; cluster; clusters; level; coordinate; algorithm,concepts/representations/direct_citation_area_map_projection.md,concepts/representations/riemannian_science_map_projections.md
expert_cue_sampling_bias,reviewer_distance_rank_reshuffling,0.3800,experts; distance; expert; boudreau; proposal; rank; scores; evaluator,concepts/mechanisms/expert_cue_sampling_bias.md,concepts/validations/reviewer_distance_rank_reshuffling.md
hhmi_nih_incentive_contrast,renewal_sensitivity_incentive_validation,0.3800,renewal; incentive; hhmi; contrast; program; azoulay; funding; failure,concepts/methods/hhmi_nih_incentive_contrast.md,concepts/validations/renewal_sensitivity_incentive_validation.md
patent_paper_links,pcs_commercialization_outcome_expansion,0.3800,patent; fuegi; pcs; marx; patents; technology; licensing; confidence,concepts/datasets/patent_paper_links.md,concepts/mechanisms/pcs_commercialization_outcome_expansion.md
biomedical_frontier_review_experiment,rejected_proposal_line_attrition,0.3799,proposal; proposals; boudreau; review; grant; quality; resource; research,concepts/datasets/biomedical_frontier_review_experiment.md,concepts/mechanisms/rejected_proposal_line_attrition.md
